資料日期,股票代號,名稱,本益比,每股股利,殖利率,股價淨值比
"1131219","5536","聖暉*","20.58","10.50000000","2.86","4.29"
"1131219","5543","桓鼎-KY","N/A","0.37607917","1.64","1.54"
"1131219","5548","安倉","13.06","1.50000000","5.63","1.64"
"1131219","5601","台聯櫃","89.00","0.38500000","1.08","1.67"
"1131219","5603","陸海","14.66","1.20000000","4.60","1.41"
"1131219","5604","中連","16.72","2.00000000","4.78","2.03"
"1131219","5609","中菲行","12.58","6.00000000","7.41","1.97"
"1131219","5701","劍湖山","N/A","0","0.00","1.07"
"1131219","5703","亞都","77.08","0","0.00","2.79"
"1131219","5704","老爺知","17.16","1.50000000","3.94","2.63"
"1131219","5864","致和證","4.60","1.50000000","10.31","0.78"
"1131219","5878","台名","19.45","2.50000000","5.45","2.13"
"1131219","5902","德記","18.53","1.50000000","3.78","3.11"
"1131219","5903","全家","11.32","5.80000000","3.06","4.39"
"1131219","5904","寶雅","18.85","21.10000000","4.30","8.06"
"1131219","5905","南仁湖","N/A","0","0.00","1.23"
"1131219","6015","宏遠證","10.39","0.25000000","2.36","0.76"
"1131219","6016","康和證","9.01","1.15000000","8.68","0.86"
"1131219","6020","大展證","20.43","0.89916258","4.78","1.01"
"1131219","6021","美好證","27.41","0.60000000","2.58","0.92"
"1131219","6023","元大期","12.46","5.00000000","5.71","1.66"
"1131219","6026","福邦證","8.59","1.28000000","10.49","0.86"
"1131219","6101","寬魚國際","118.75","0.16800000","0.44","3.77"
"1131219","6103","合邦","179.68","0","0.00","5.89"
"1131219","6104","創惟","74.88","1.80000000","1.12","7.93"
"1131219","6109","亞元","N/A","0.29999999","2.44","1.19"
"1131219","6111","大宇資","N/A","0","0.00","2.82"
"1131219","6113","亞矽","N/A","1.00000000","4.93","1.87"
"1131219","6114","久威","N/A","0","0.00","1.07"
"1131219","6118","建達","31.71","0","0.00","2.05"
"1131219","6121","新普","13.65","21.70000000","5.56","1.98"
"1131219","6122","擎邦","9.92","3.70000000","7.13","2.33"
"1131219","6123","上奇","16.75","4.00000000","7.13","2.38"
"1131219","6124","業強","N/A","0","0.00","1.67"
"1131219","6125","廣運","63.05","1.70000000","2.11","4.59"
"1131219","6126","信音","28.43","1.08097786","3.73","1.04"
"1131219","6127","九豪","N/A","0.40000000","1.35","2.82"
"1131219","6129","普誠","N/A","0.25000000","1.49","1.62"
"1131219","6130","上亞科技","N/A","0.50000000","2.16","1.56"
"1131219","6134","萬旭","N/A","0","0.00","2.71"
"1131219","6138","茂達","18.72","5.96965123","3.41","3.81"
"1131219","6140","訊達","30.12","0.75000000","2.96","2.10"
"1131219","6143","振曜","18.80","4.00000000","3.59","3.27"
"1131219","6144","得利影","N/A","0","0.00","4.15"
"1131219","6146","耕興","16.18","10.50000000","5.17","3.84"
"1131219","6147","頎邦","12.20","3.75000000","5.78","1.01"
"1131219","6148","驊宏資","16.11","1.20000000","4.74","2.00"
"1131219","6150","撼訊","N/A","0","0.00","2.23"
"1131219","6151","晉倫","27.63","1.50000000","3.57","2.31"
"1131219","6154","順發","29.35","0.72000000","4.54","1.01"
"1131219","6156","松上","17.83","0.79869278","3.09","1.17"
"1131219","6158","禾昌","23.93","1.00064551","3.57","1.29"
"1131219","6160","欣技","N/A","0","0.00","2.18"
"1131219","6161","捷波","13.25","2.00000000","4.06","2.15"
"1131219","6163","華電網","140.00","0.30000000","1.34","1.34"
"1131219","6167","久正","127.27","0.50000000","3.57","1.26"
"1131219","6169","昱泉","N/A","0","0.00","1.68"
"1131219","6170","統振","24.43","2.73000000","5.59","2.64"
"1131219","6171","大城地產","8.10","1.50000000","3.66","1.98"
"1131219","6173","信昌電","16.88","1.20560747","2.82","1.04"
"1131219","6174","安碁","42.80","0.14000000","0.55","1.91"
"1131219","6175","立敦","14.05","1.04582080","2.73","1.52"
"1131219","6179","亞通","N/A","0.79056452","2.70","1.52"
"1131219","6180","橘子","6.08","3.28000000","4.18","1.95"
"1131219","6182","合晶","885.00","0.65000000","2.45","1.01"
"1131219","6185","幃翔","161.67","0.52000000","3.57","1.00"
"1131219","6186","新潤","15.39","3.50003678","5.73","3.23"
"1131219","6187","萬潤","42.09","1.47283335","0.35","6.69"
"1131219","6188","廣明","37.46","3.20000000","2.94","3.30"
"1131219","6190","萬泰科","16.54","1.16267033","3.38","1.86"
"1131219","6194","育富","12.28","1.80000000","4.92","0.93"
"1131219","6195","詩肯","25.93","2.00000000","5.71","1.36"
"1131219","6198","瑞築","N/A","0","0.00","1.66"
"1131219","6199","天品","114.90","0","0.00","9.14"
"1131219","6203","海韻電","19.76","4.99707959","7.66","1.87"
"1131219","6204","艾華","39.75","17.43000000","27.23","4.46"
"1131219","6207","雷科","26.90","1.50000000","2.79","2.23"
"1131219","6208","日揚","13.83","0","0.00","1.61"
"1131219","6210","慶生","N/A","0","0.00","1.54"
"1131219","6212","理銘","7.34","3.50000000","6.22","1.76"
"1131219","6217","中探針","N/A","0.30000000","0.77","1.40"
"1131219","6218","豪勉","N/A","0.50000000","1.86","1.90"
"1131219","6219","富旺","24.64","0","0.00","2.87"
"1131219","6220","岳豐","N/A","0.80000000","2.96","1.26"
"1131219","6221","晉泰","16.93","2.49286305","4.07","2.16"
"1131219","6222","上揚","N/A","0","0.00","4.33"
"1131219","6223","旺矽","45.19","7.50000000","0.84","9.67"
"1131219","6227","茂綸","15.12","2.50000000","3.19","2.36"
"1131219","6228","全譜","N/A","0","0.00","2.60"
"1131219","6229","研通","38.17","0.50000000","1.60","1.70"
"1131219","6231","系微","63.29","4.50000000","1.07","17.89"
"1131219","6233","旺玖","92.42","0.20916259","0.73","1.83"
"1131219","6234","高僑","32.71","0.65000000","2.39","0.98"
"1131219","6236","中湛","N/A","0","0.00","7.89"
"1131219","6237","驊訊","N/A","0.25000000","0.54","2.33"
"1131219","6240","松崗","22.31","0","0.00","1.12"
"1131219","6241","易通展","13.89","0","0.00","1.93"
"1131219","6242","立康","17.02","2.50000000","5.69","1.68"
"1131219","6244","茂迪","50.58","0.32000000","1.47","1.91"
"1131219","6245","立端","15.46","4.25000000","4.82","2.20"
"1131219","6246","臺龍","N/A","0","0.00","1.52"
"1131219","6248","沛波","5.63","2.00000000","7.35","1.24"
"1131219","6259","百徽","41.28","1.19714368","6.17","1.40"
"1131219","6261","久元","13.20","4.00000000","6.51","1.20"
"1131219","6263","普萊德","18.65","7.40000000","4.82","6.05"
"1131219","6264","富裔","N/A","0","0.00","1.64"
"1131219","6265","方土昶","178.33","0","0.00","0.94"
"1131219","6266","泰詠","15.93","1.96000000","5.86","2.02"
"1131219","6270","倍微","107.29","1.00000000","3.88","0.45"
"1131219","6274","台燿","21.26","4.00752000","2.24","3.71"
"1131219","6275","元山","11.61","2.97434398","6.44","2.28"
"1131219","6276","安鈦克","N/A","2.26829378","7.34","3.30"
"1131219","6279","胡連","14.49","5.25000000","2.92","2.71"
"1131219","6284","佳邦","14.49","2.00000000","2.51","1.60"
"1131219","6287","元隆","N/A","0","0.00","18.42"
"1131219","6290","良維","15.70","2.97320900","4.18","1.81"
"1131219","6291","沛亨","13.60","8.00000000","8.33","3.07"
"1131219","6292","迅德","11.27","4.20000000","8.05","1.98"
"1131219","6294","智基","14.59","8.00000000","13.11","2.60"
"1131219","6411","晶焱","25.35","2.45758000","2.72","1.89"
"1131219","6417","韋僑","29.94","2.00000000","1.94","2.81"
"1131219","6418","詠昇","20.95","1.10000000","5.53","1.36"
"1131219","6419","京晨科","11.97","3.80000000","3.73","3.90"
"1131219","6425","易發","128.73","0.50000000","0.62","4.18"
"1131219","6432","今展科","30.89","1.24311639","4.47","1.03"
"1131219","6435","大中","17.54","2.80000000","3.00","1.98"
"1131219","6441","廣錠","N/A","0","0.00","1.41"
"1131219","6457","紘康","N/A","0","0.00","2.71"
"1131219","6461","益得","N/A","0","0.00","3.99"
"1131219","6462","神盾","N/A","0","0.00","2.38"
"1131219","6465","威潤","N/A","0","0.00","2.41"
"1131219","6469","大樹","29.04","5.29618911","3.51","5.90"
"1131219","6470","宇智","30.65","2.80000000","5.44","1.82"
"1131219","6482","弘煜科","23.23","1.50000000","3.05","3.29"
"1131219","6485","點序","N/A","1.20000000","2.48","1.19"
"1131219","6486","互動","12.73","5.69330092","7.01","2.17"
"1131219","6488","環球晶","13.19","19.00000000","4.99","1.93"
"1131219","6492","生華科","N/A","0","0.00","3.43"
"1131219","6494","九齊","18.53","1.62000000","3.20","1.46"
"1131219","6496","科懋","N/A","0","0.00","1.38"
"1131219","6499","益安","N/A","0","0.00","2.12"
"1131219","6506","雙邦","25.37","0.40000000","2.35","1.13"
"1131219","6508","惠光","37.06","1.00000000","3.37","1.05"
"1131219","6509","聚和","15.06","1.25000000","3.26","1.53"
"1131219","6510","精測","135.30","0.50000000","0.06","3.60"
"1131219","6512","啟發電","N/A","0","0.00","1.50"
"1131219","6516","勤崴國際","55.25","1.96000000","3.01","3.53"
"1131219","6517","保勝光學","19.22","1.50000000","2.43","2.98"
"1131219","6523","達爾膚","15.18","10.00000000","6.62","4.42"
"1131219","6527","明達醫","18.75","2.06362866","2.42","2.38"
"1131219","6530","創威","49.45","1.20000000","1.67","5.30"
"1131219","6532","瑞耘","20.03","2.40000000","3.47","2.49"
"1131219","6535","順藥","N/A","0","0.00","27.29"
"1131219","6538","倉和","9.78","7.00550790","6.70","1.93"
"1131219","6542","隆中","20.72","1.00000000","1.74","2.90"
"1131219","6546","正基","44.19","3.50000000","2.55","4.54"
"1131219","6547","高端疫苗","N/A","0","0.00","2.90"
"1131219","6548","長科*","18.99","1.60769300","4.86","2.69"
"1131219","6556","勝品","9.87","3.00000000","3.62","1.61"
"1131219","6560","欣普羅","N/A","0","0.00","1.78"
"1131219","6561","是方","37.19","10.60000000","2.20","10.56"
"1131219","6568","宏觀","51.26","1.81728749","1.49","2.58"
"1131219","6569","醫揚","31.14","6.49573621","4.42","3.84"
"1131219","6570","維田","34.86","2.60000000","5.41","2.19"
"1131219","6574","霈方","15.68","3.50000000","6.47","1.85"
"1131219","6576","逸達","N/A","0","0.00","14.74"
"1131219","6577","勁豐","14.89","6.70000000","7.61","3.61"
"1131219","6578","達邦蛋白","174.55","0.50926286","2.65","1.26"
"1131219","6584","南俊國際","72.69","1.00015160","0.58","5.68"
"1131219","6588","東典光電","N/A","0","0.00","1.68"
"1131219","6589","台康生技","N/A","0","0.00","2.37"
"1131219","6590","普鴻","14.58","5.00000000","6.71","2.64"
"1131219","6593","台灣銘板","94.42","1.00000000","1.38","2.62"
"1131219","6596","寬宏藝術","11.06","5.30000000","6.35","3.32"
"1131219","6603","富強鑫","30.46","0.14506677","0.88","1.10"
"1131219","6609","瀧澤科","29.12","0.90000000","1.05","2.48"
"1131219","6612","奈米醫材","77.12","1.20000000","1.02","3.18"
"1131219","6613","朋億*","11.44","10.39059572","5.71","3.10"
"1131219","6615","慧智","40.71","0.20000000","0.50","1.33"
"1131219","6616","特昇-KY","N/A","0","0.00","0.85"
"1131219","6617","共信-KY","N/A","0","0.00","4.44"
"1131219","6624","萬年清","197.37","1.00000000","2.67","1.86"
"1131219","6629","泰金-KY","12.35","3.50000000","3.11","2.78"
"1131219","6637","醫影","16.27","2.64705882","2.82","2.67"
"1131219","6640","均華","66.82","5.00000000","0.67","11.92"
"1131219","6642","富致","21.26","1.50000000","2.23","2.41"
"1131219","6643","M31","111.13","10.00143526","1.28","16.52"
"1131219","6649","台生材","N/A","0","0.00","2.33"
"1131219","6651","全宇昕","14.24","4.00000000","4.61","2.46"
"1131219","6654","天正國際","N/A","0","0.00","1.67"
"1131219","6661","威健生技","N/A","0","0.00","1.89"
"1131219","6662","樂斯科","20.66","1.65000000","4.81","1.98"
"1131219","6664","群翊","18.09","7.82132273","3.27","4.25"
"1131219","6667","信紘科","22.63","6.46000000","3.52","4.87"
"1131219","6679","鈺太","43.55","5.50000000","1.63","3.58"
"1131219","6680","鑫創電子","35.06","2.28117271","2.59","3.82"
"1131219","6683","雍智科技","23.51","6.50922419","1.83","4.07"
"1131219","6684","安格","N/A","0","0.00","1.85"
"1131219","6690","安碁資訊","21.42","5.20117566","2.48","3.44"
"1131219","6692","進能服","N/A","1.40000000","3.76","2.24"
"1131219","6693","廣閎科","47.15","1.00000000","1.18","3.35"
"1131219","6697","東捷資訊","17.73","2.20000000","4.77","2.17"
"1131219","6703","軒郁","13.46","12.82149677","8.14","3.88"
"1131219","6708","天擎","N/A","0.40000000","0.93","3.14"
"1131219","6712","長聖","54.44","7.00000000","4.08","8.75"
"1131219","6716","應廣","17.68","2.00131495","2.46","3.13"
"1131219","6720","久昌","27.51","1.68000000","1.09","8.47"
"1131219","6721","信實","13.07","2.60000000","4.52","2.15"
"1131219","6727","亞泰金屬","16.86","2.00000000","2.33","1.82"
"1131219","6728","上洋","12.75","4.98333333","4.08","1.98"
"1131219","6732","昇佳電子","19.52","12.50000000","4.92","2.89"
"1131219","6733","博晟生醫","N/A","0","0.00","4.67"
"1131219","6735","美達科技","24.35","0.80000000","1.37","2.55"
"1131219","6739","竹陞科技","47.02","2.01628923","0.98","6.70"
"1131219","6741","91APP*-KY","22.41","0.95000000","1.13","3.21"
"1131219","6747","亨泰光","24.73","6.61912439","4.87","2.70"
"1131219","6751","智聯服務","58.62","2.00000000","3.63","1.42"
"1131219","6752","叡揚","21.62","3.80041500","2.87","4.09"
"1131219","6761","穩得","14.65","3.99361630","4.40","2.05"
"1131219","6762","達亞","348.72","2.00000000","0.74","6.63"
"1131219","6763","綠界科技*","31.49","18.20000006","2.87","4.08"
"1131219","6767","台微醫","N/A","0","0.00","2.79"
"1131219","6785","昱展新藥","23.08","1.50000000","1.08","3.75"
"1131219","6788","華景電","24.20","6.00000000","2.41","4.12"
"1131219","6791","虎門科技","30.47","3.46940068","2.57","6.11"
"1131219","6803","崑鼎","17.01","14.48619711","5.11","3.20"
"1131219","6804","明係","33.50","2.60000000","8.62","0.79"
"1131219","6811","宏碁資訊","20.29","8.50000000","3.20","5.37"
"1131219","6821","聯寶","47.84","1.55969846","3.70","2.09"
"1131219","6823","濾能","N/A","0","0.00","2.90"
"1131219","6829","千附精密","29.06","3.00000000","2.54","3.70"
"1131219","6840","東研信超","N/A","1.00000000","2.00","1.50"
"1131219","6841","長佳智能","N/A","1.00000000","1.41","3.73"
"1131219","6843","進典","21.12","2.50000000","4.91","2.10"
"1131219","6844","諾貝兒","45.09","6.09682477","4.15","1.68"
"1131219","6846","綠茵","15.75","3.49594809","4.49","2.61"
"1131219","6855","數泓科","21.43","4.50000000","2.83","4.54"
"1131219","6856","鑫傳","14.95","3.81508603","5.96","2.36"
"1131219","6859","伯特光","307.81","2.00000000","1.02","4.32"
"1131219","6865","偉康科技","46.37","1.60000000","2.56","2.48"
"1131219","6870","騰雲","68.42","3.80000000","1.54","6.03"
"1131219","6874","倍力","21.75","3.80000000","4.08","4.30"
"1131219","6875","國邑*","N/A","0","0.00","3.61"
"1131219","6877","鏵友益","758.33","1.00590179","1.11","5.80"
"1131219","6881","潤德","17.67","9.00000000","3.85","4.21"
"1131219","6894","衛司特","21.38","6.50000000","3.55","3.05"
"1131219","6895","宏碩系統","83.87","2.20000000","1.21","6.35"
"1131219","6899","創為精密","16.83","3.18317269","6.18","1.20"
"1131219","6903","巨漢","11.71","9.27050212","7.73","2.58"
"1131219","6904","伯鑫","14.58","4.10000000","2.96","2.48"
"1131219","6913","鴻呈","45.04","2.00000000","1.57","3.74"
"1131219","6922","宸曜","25.89","3.57000000","2.23","4.46"
"1131219","6929","佑全","N/A","0.27100000","0.72","1.46"
"1131219","6953","家碩","35.65","4.50000000","2.04","4.41"
"1131219","6967","汎瑋材料","17.93","3.50000000","6.62","1.61"
"1131219","6968","萬達寵物","30.45","1.00000000","1.63","2.89"
"1131219","6982","大井泵浦","21.03","1.60000000","2.62","3.18"
"1131219","6996","力領科技","14.93","10.31711283","4.40","5.06"
"1131219","6997","博弘","21.11","4.06000000","3.18","7.02"
"1131219","7402","邑錡","58.57","1.48519767","2.13","3.64"
"1131219","7556","意德士","24.38","3.00000000","2.34","3.14"
"1131219","7584","樂意","19.80","4.00000000","5.15","2.25"
"1131219","7703","銳澤","20.95","7.00000000","5.02","2.98"
"1131219","7704","明遠精密","27.43","2.80000000","3.40","2.75"
"1131219","7708","全家餐飲","15.76","2.50000000","2.74","2.86"
"1131219","8024","佑華","N/A","0","0.00","1.45"
"1131219","8027","鈦昇","N/A","0.50085125","0.55","3.46"
"1131219","8032","光菱","47.80","0.80000000","1.19","1.50"
"1131219","8034","榮群","14.96","1.20000000","6.17","1.72"
"1131219","8038","長園科","N/A","0","0.00","4.01"
"1131219","8040","九暘","N/A","0","0.00","2.85"
"1131219","8042","金山電","52.25","1.20000000","2.87","1.34"
"1131219","8043","蜜望實","29.41","0.20000000","0.61","0.97"
"1131219","8044","網家","N/A","0","0.00","1.13"
"1131219","8047","星雲","N/A","0","0.00","2.05"
"1131219","8048","德勝","19.66","3.30000000","6.66","2.58"
"1131219","8049","晶采","12.07","2.70000000","8.41","1.85"
"1131219","8050","廣積","33.40","4.17967028","5.90","1.88"
"1131219","8054","安國","N/A","0.49970721","0.35","5.54"
"1131219","8059","凱碩","N/A","0","0.00","4.35"
"1131219","8064","東捷","60.95","0.70000000","1.37","2.77"
"1131219","8066","來思達","1375.00","1.00000000","3.64","1.49"
"1131219","8067","志旭","N/A","0","0.00","2.27"
"1131219","8068","全達","17.45","0","0.00","2.19"
"1131219","8069","元太","47.65","4.48964444","1.64","5.77"
"1131219","8071","能率網通","N/A","0","0.00","1.74"
"1131219","8074","鉅橡","22.69","1.00000000","4.74","1.13"
"1131219","8076","伍豐","17.69","0.80000000","2.58","1.76"
"1131219","8077","洛碁","11.34","0","0.00","2.97"
"1131219","8080","印鉐","N/A","0","0.00","4.83"
"1131219","8083","瑞穎","16.68","7.00000000","4.27","4.94"
"1131219","8084","巨虹","29.44","0","0.00","8.82"
"1131219","8085","福華","N/A","0","0.00","2.64"
"1131219","8086","宏捷科","30.84","1.00000000","0.97","2.60"
"1131219","8087","麗升能源","162.41","0.49256808","1.05","2.27"
"1131219","8088","品安","N/A","2.60000000","12.97","1.27"
"1131219","8089","康全電訊","14.53","0","0.00","3.37"
"1131219","8091","翔名","20.08","6.00000000","4.71","1.81"
"1131219","8092","建暐","N/A","0","0.00","2.09"
"1131219","8093","保銳","N/A","0","0.00","3.58"
"1131219","8096","擎亞","13.53","0","0.00","2.25"
"1131219","8097","常珵","N/A","0","0.00","4.15"
"1131219","8099","大世科","34.16","1.85000000","2.28","5.02"
"1131219","8107","大億金茂","151.54","0","0.00","0.96"
"1131219","8109","博大","13.96","6.00000000","6.90","2.43"
"1131219","8111","立碁","133.85","0.80000000","1.53","4.20"
"1131219","8121","越峰","33.05","0","0.00","2.80"
"1131219","8147","正淩","53.57","2.32703067","2.22","3.40"
"1131219","8155","博智","25.43","3.60000000","3.06","2.82"
"1131219","8171","天宇","N/A","0","0.00","1.77"
"1131219","8176","智捷","151.50","0","0.00","2.05"
"1131219","8182","加高","15.05","1.20000000","3.69","0.92"
"1131219","8183","精星","12.42","1.80000000","4.53","1.41"
"1131219","8227","巨有科技","106.51","2.30000000","1.28","6.52"
"1131219","8234","新漢","N/A","1.20000000","2.14","2.58"
"1131219","8240","華宏","13.47","1.50000000","3.48","0.92"
"1131219","8255","朋程","21.17","5.00000000","3.29","1.89"
"1131219","8272","全景軟體","23.34","2.87000000","2.55","4.93"
"1131219","8277","商丞","N/A","0","0.00","2.55"
"1131219","8279","生展","14.30","5.00000000","3.97","1.56"
"1131219","8284","三竹","13.69","3.50000000","5.21","2.47"
"1131219","8289","泰藝","1227.50","1.00000000","4.07","1.07"
"1131219","8291","尚茂","N/A","0","0.00","3.51"
"1131219","8299","群聯","12.53","13.08414888","2.80","2.03"
"1131219","8342","益張","13.95","3.80000000","4.34","3.05"
"1131219","8349","恒耀","13.80","2.48456863","4.00","1.78"
"1131219","8354","冠好","16.52","0.30000000","2.04","0.55"
"1131219","8358","金居","16.20","1.50000000","2.59","2.31"
"1131219","8383","千附","15.41","1.50000000","3.45","1.39"
"1131219","8390","金益鼎","14.52","2.20000000","3.53","1.90"
"1131219","8401","白紗科","11.52","1.80000000","6.15","1.81"
"1131219","8403","盛弘","22.88","0.80000001","2.80","1.03"
"1131219","8409","商之器","N/A","0","0.00","2.98"
"1131219","8410","森田","16.54","2.50000000","3.10","1.67"
"1131219","8415","大國鋼","14.41","1.50000000","4.55","1.36"
"1131219","8416","實威","15.09","8.00000000","5.03","3.22"
"1131219","8421","旭源","N/A","0","0.00","1.03"
"1131219","8423","保綠-KY","39.23","0.90000000","4.41","1.36"
"1131219","8424","惠普","15.28","4.00000000","5.88","2.28"
"1131219","8426","紅木-KY","9.17","2.50000000","5.56","1.92"
"1131219","8431","匯鑽科","152.68","0.30000000","0.48","2.88"
"1131219","8432","東生華","19.46","1.28000000","2.11","1.66"
"1131219","8433","弘帆","10.22","5.94098715","6.84","1.95"
"1131219","8435","鉅邁","14.88","4.00000000","5.56","2.90"
"1131219","8436","大江","19.32","7.00000000","5.60","1.76"
"1131219","8437","大地-KY","N/A","1.00000000","4.07","0.48"
"1131219","8440","綠電","59.19","1.66700000","4.54","2.55"
"1131219","8444","綠河-KY","N/A","0","0.00","2.15"
"1131219","8446","華研","10.83","6.00000000","4.90","3.22"
"1131219","8450","霹靂","N/A","0","0.00","1.60"
"1131219","8455","大拓-KY","N/A","0","0.00","1.43"
"1131219","8472","夠麻吉","N/A","0","0.00","1.49"
"1131219","8477","創業家","N/A","0","0.00","3.46"
"1131219","8489","三貝德","N/A","0","0.00","3.09"
"1131219","8905","裕國","19.81","1.80000000","5.83","1.30"
"1131219","8906","花王","N/A","0","0.00","3.15"
"1131219","8908","欣雄","24.57","1.60000000","3.72","3.26"
"1131219","8916","光隆","15.90","3.58361594","6.21","1.52"
"1131219","8917","欣泰","27.16","2.20000000","3.43","3.93"
"1131219","8921","沈氏","N/A","0.33300000","1.25","1.26"
"1131219","8923","時報","20.27","0.80000000","4.24","1.29"
"1131219","8924","大田","13.87","4.30000000","5.58","1.61"
"1131219","8927","北基","35.66","1.99749427","3.92","3.26"
"1131219","8928","鉅明","36.32","0.70000000","2.12","1.60"
"1131219","8929","富堡","18.24","0","0.00","1.42"
"1131219","8930","青鋼","12.54","2.50000000","7.09","1.96"
"1131219","8931","大汽電","22.56","2.10000000","4.37","2.86"
"1131219","8932","智通*","76.45","0.13775000","0.07","11.23"
"1131219","8933","愛地雅","N/A","0","0.00","1.11"
"1131219","8935","邦泰","N/A","0","0.00","2.32"
"1131219","8936","國統","15.92","1.50000000","3.00","2.10"
"1131219","8937","合騏","417.19","0","0.00","10.14"
"1131219","8938","明安","14.24","1.60000000","2.22","1.48"
"1131219","8941","關中","13.14","5.50000000","8.21","2.54"
"1131219","8942","森鉅","12.84","5.00000000","9.14","1.12"
"1131219","9949","琉園","N/A","0","0.00","3.09"
"1131219","9950","萬國通","23.84","0","0.00","1.96"
"1131219","9951","皇田","12.05","3.40000000","6.37","1.12"
"1131219","9960","邁達康","12.46","1.70000000","6.59","1.36"
"1131219","9962","有益","21.57","1.10000000","7.28","1.24"
