"Broker_Code","Broker_Name","Branch_Code","Branch_Name"
"6010","(牛牛牛)亞證券","6010","(牛牛牛)亞證券"
"6010","(牛牛牛)亞證券","6012","(牛牛牛)亞-網路"
"6010","(牛牛牛)亞證券","0036003000310064","(牛牛牛)亞-鑫豐"
"6620","口袋證券","6620","口袋證券"
"1030","土銀","1030","土銀"
"1030","土銀","1039","土銀-士林"
"1030","土銀","1031","土銀-台中"
"1030","土銀","1032","土銀-台南"
"1030","土銀","1036","土銀-玉里"
"1030","土銀","0031003000330043","土銀-白河"
"1030","土銀","1038","土銀-和平"
"1030","土銀","1037","土銀-花蓮"
"1030","土銀","0031003000330046","土銀-南港"
"1030","土銀","0031003000330041","土銀-建國"
"1030","土銀","1033","土銀-高雄"
"1030","土銀","1035","土銀-新竹"
"1030","土銀","1034","土銀-嘉義"
"1030","土銀","0031003000330042","土銀-彰化"
"8890","大和國泰","8890","大和國泰"
"6460","大昌","6460","大昌"
"6460","大昌","6462","大昌-安康"
"6460","大昌","6465","大昌-桃園"
"6460","大昌","6463","大昌-新竹"
"6460","大昌","6464","大昌-新店"
"6460","大昌","6461","大昌-樹林"
"5050","大展","5050","大展"
"5050","大展","5058","大展-台南"
"6160","中國信託","6160","中國信託"
"6160","中國信託","6161","中國信託-三重"
"6160","中國信託","0036003100360041","中國信託-中壢"
"6160","中國信託","6164","中國信託-文心"
"6160","中國信託","6163","中國信託-永康"
"6160","中國信託","6162","中國信託-忠孝"
"6160","中國信託","6167","中國信託-松江"
"6160","中國信託","003600310036004b","中國信託-高雄"
"6160","中國信託","6165","中國信託-新竹"
"6160","中國信託","6168","中國信託-嘉義"
"8520","中農","8520","中農"
"9800","元大","9800","元大證券"
"9800","元大","9813","元大-八德"
"9800","元大","0039003800380043","元大-三重"
"9800","元大","0039003800330047","元大-上新莊"
"9800","元大","9897","元大-土城"
"9800","元大","9875","元大-土城永寧"
"9800","元大","9822","元大-土城學府"
"9800","元大","003900380031006a","元大-士林"
"9800","元大","9893","元大-大天母"
"9800","元大","0039003800390055","元大-大甲"
"9800","元大","0039003800390047","元大-大同"
"9800","元大","003900380033004e","元大-大安"
"9800","元大","0039003800310067","元大-大里"
"9800","元大","0039003800330057","元大-大里德芳"
"9800","元大","9846","元大-大直"
"9800","元大","9814","元大-大益"
"9800","元大","003900380031007a","元大-大統"
"9800","元大","0039003800330069","元大-大雅"
"9800","元大","9815","元大-大灣"
"9800","元大","003900380039005a","元大-小港"
"9800","元大","0039003800300061","元大-中山北路"
"9800","元大","0039003800390065","元大-中和"
"9800","元大","9834","元大-中壢"
"9800","元大","003900380033006a","元大-仁愛"
"9800","元大","003900380039004e","元大-內湖"
"9800","元大","9867","元大-內湖民權"
"9800","元大","0039003800320043","元大-六合"
"9800","元大","0039003800310049","元大-天母"
"9800","元大","0039003800310051","元大-太平"
"9800","元大","9868","元大-文心"
"9800","元大","9854","元大-文心興安"
"9800","元大","0039003800300043","元大-斗六"
"9800","元大","9884","元大-斗信"
"9800","元大","003900380033004d","元大-木柵"
"9800","元大","0039003800390056","元大-北三重"
"9800","元大","0039003800390064","元大-北屯"
"9800","元大","0039003800390041","元大-北投"
"9800","元大","0039003800300044","元大-北府"
"9800","元大","9837","元大-北港"
"9800","元大","003900380039006b","元大-古亭"
"9800","元大","9812","元大-台中"
"9800","元大","0039003800390042","元大-台中中港"
"9800","元大","0039003800300068","元大-台北"
"9800","元大","9896","元大-台南"
"9800","元大","9831","元大-四維"
"9800","元大","0039003800390044","元大-左營"
"9800","元大","0039003800390058","元大-民生三民"
"9800","元大","0039003800310056","元大-民雄"
"9800","元大","9891","元大-永和"
"9800","元大","9852","元大-永春"
"9800","元大","9829","元大-永康"
"9800","元大","9824","元大-向上"
"9800","元大","003900380039004c","元大-成功"
"9800","元大","0039003800390051","元大-汐止"
"9800","元大","0039003800310052","元大-竹山"
"9800","元大","0039003800310042","元大-竹北"
"9800","元大","0039003800330066","元大-竹東"
"9800","元大","0039003800330056","元大-竹南"
"9800","元大","003900380030004b","元大-竹科"
"9800","元大","0039003800300077","元大-西屯"
"9800","元大","0039003800310069","元大-西螺"
"9800","元大","0039003800300064","元大-沙鹿"
"9800","元大","0039003800310065","元大-佳里"
"9800","元大","9863","元大-和平"
"9800","元大","0039003800300075","元大-府城"
"9800","元大","9871","元大-忠孝"
"9800","元大","0039003800320046","元大-忠孝鼎富"
"9800","元大","9817","元大-東泰"
"9800","元大","0039003800390066","元大-東港"
"9800","元大","0039003800330042","元大-林森"
"9800","元大","003900380031004b","元大-林園"
"9800","元大","0039003800390043","元大-板橋"
"9800","元大","9879","元大-板橋三民"
"9800","元大","0039003800310070","元大-松山"
"9800","元大","9856","元大-花蓮"
"9800","元大","003900380030006c","元大-虎尾"
"9800","元大","003900380031004e","元大-金門"
"9800","元大","9878","元大-金華"
"9800","元大","0039003800380056","元大-長庚"
"9800","元大","003900380039006d","元大-信義"
"9800","元大","003900380031006d","元大-前金"
"9800","元大","9853","元大-南屯"
"9800","元大","0039003800310044","元大-南投"
"9800","元大","9862","元大-南京"
"9800","元大","0039003800300051","元大-南崁"
"9800","元大","0039003800300052","元大-南海"
"9800","元大","0039003800340045","元大-南勢角"
"9800","元大","9801","元大-城東"
"9800","元大","9892","元大-屏東"
"9800","元大","0039003800310068","元大-屏東民生"
"9800","元大","0039003800310072","元大-屏南"
"9800","元大","003900380031004d","元大-苗栗"
"9800","元大","0039003800390061","元大-苑裡"
"9800","元大","9889","元大-員林"
"9800","元大","9835","元大-員林中山"
"9800","元大","0039003800380042","元大-桃園"
