Ticker,Name,buy,sell,diff,Branch,Date,Branch_Code
1605,華新,39,4,35,凱基-土城,2023-01-03,003900320031004a
00637L,元大滬深300正2,53,30,23,凱基-土城,2023-01-03,003900320031004a
00772B,中信高評級公司債,21,0,21,凱基-土城,2023-01-03,003900320031004a
2886,兆豐金,9,1,8,凱基-土城,2023-01-03,003900320031004a
3704,合勤控,9,1,8,凱基-土城,2023-01-03,003900320031004a
4130,健亞,9,1,8,凱基-土城,2023-01-03,003900320031004a
4402,郡都開發,8,0,8,凱基-土城,2023-01-03,003900320031004a
00878,國泰永續高股息,7,0,7,凱基-土城,2023-01-03,003900320031004a
2723,美食-KY,8,1,7,凱基-土城,2023-01-03,003900320031004a
4114,健喬,26,20,6,凱基-土城,2023-01-03,003900320031004a
00862B,中信投資級公司債,5,0,5,凱基-土城,2023-01-03,003900320031004a
1783,和康生,5,0,5,凱基-土城,2023-01-03,003900320031004a
2609,陽明,12,7,5,凱基-土城,2023-01-03,003900320031004a
2867,三商壽,5,0,5,凱基-土城,2023-01-03,003900320031004a
2903,遠百,5,0,5,凱基-土城,2023-01-03,003900320031004a
2017,官田鋼,4,0,4,凱基-土城,2023-01-03,003900320031004a
1732,毛寶,4,0,4,凱基-土城,2023-01-03,003900320031004a
2382,廣達,4,0,4,凱基-土城,2023-01-03,003900320031004a
2515,中工,4,0,4,凱基-土城,2023-01-03,003900320031004a
2890,永豐金,4,0,4,凱基-土城,2023-01-03,003900320031004a
3231,緯創,4,0,4,凱基-土城,2023-01-03,003900320031004a
4121,優盛,4,0,4,凱基-土城,2023-01-03,003900320031004a
6118,建達,7,3,4,凱基-土城,2023-01-03,003900320031004a
6806,森崴能源,6,2,4,凱基-土城,2023-01-03,003900320031004a
2615,萬海,3,0,3,凱基-土城,2023-01-03,003900320031004a
3521,鴻翊,3,0,3,凱基-土城,2023-01-03,003900320031004a
4167,松瑞藥,3,0,3,凱基-土城,2023-01-03,003900320031004a
5321,美而快,3,0,3,凱基-土城,2023-01-03,003900320031004a
6443,元晶,3,0,3,凱基-土城,2023-01-03,003900320031004a
1701,中化,2,0,2,凱基-土城,2023-01-03,003900320031004a
00679B,元大美債20年,2,0,2,凱基-土城,2023-01-03,003900320031004a
00631L,元大台灣50正2,2,0,2,凱基-土城,2023-01-03,003900320031004a
2208,台船,2,0,2,凱基-土城,2023-01-03,003900320031004a
2303,聯電,2,0,2,凱基-土城,2023-01-03,003900320031004a
2352,佳世達,3,1,2,凱基-土城,2023-01-03,003900320031004a
2371,大同,4,2,2,凱基-土城,2023-01-03,003900320031004a
2458,義隆,2,0,2,凱基-土城,2023-01-03,003900320031004a
3013,晟銘電,3,1,2,凱基-土城,2023-01-03,003900320031004a
6235,華孚,2,0,2,凱基-土城,2023-01-03,003900320031004a
2603,長榮,2,0,2,凱基-土城,2023-01-03,003900320031004a
0056,元大高股息,1,0,1,凱基-土城,2023-01-03,003900320031004a
2884,玉山金,1,0,1,凱基-土城,2023-01-03,003900320031004a
2881,富邦金,1,0,1,凱基-土城,2023-01-03,003900320031004a
2002,中鋼,1,0,1,凱基-土城,2023-01-03,003900320031004a
2023,燁輝,1,0,1,凱基-土城,2023-01-03,003900320031004a
00795B,中信美國公債20年,1,0,1,凱基-土城,2023-01-03,003900320031004a
00902,中信電池及儲能,1,0,1,凱基-土城,2023-01-03,003900320031004a
00881,國泰台灣5G+,2,1,1,凱基-土城,2023-01-03,003900320031004a
