Ticker,Name,buy,sell,diff,Branch,Date,Branch_Code
8171,天宇,187,0,187,兆豐-天母,2023-01-03,003700300030004c
3705,永信,177,0,177,兆豐-天母,2023-01-03,003700300030004c
8069,元太,98,10,88,兆豐-天母,2023-01-03,003700300030004c
3027,盛達,104,34,70,兆豐-天母,2023-01-03,003700300030004c
1789,神隆,50,0,50,兆豐-天母,2023-01-03,003700300030004c
2891,中信金,101,53,48,兆豐-天母,2023-01-03,003700300030004c
00633L,富邦上証正2,45,0,45,兆豐-天母,2023-01-03,003700300030004c
4919,新唐,42,1,41,兆豐-天母,2023-01-03,003700300030004c
8478,東哥遊艇,26,0,26,兆豐-天母,2023-01-03,003700300030004c
00878,國泰永續高股息,21,0,21,兆豐-天母,2023-01-03,003700300030004c
5706,鳳凰,23,2,21,兆豐-天母,2023-01-03,003700300030004c
3362,先進光,20,0,20,兆豐-天母,2023-01-03,003700300030004c
6125,廣運,20,0,20,兆豐-天母,2023-01-03,003700300030004c
6770,力積電,51,31,20,兆豐-天母,2023-01-03,003700300030004c
4961,天鈺,19,1,18,兆豐-天母,2023-01-03,003700300030004c
6274,台燿,17,0,17,兆豐-天母,2023-01-03,003700300030004c
8046,南電,15,1,14,兆豐-天母,2023-01-03,003700300030004c
8996,高力,14,1,13,兆豐-天母,2023-01-03,003700300030004c
3017,奇鋐,20,8,12,兆豐-天母,2023-01-03,003700300030004c
00772B,中信高評級公司債,10,0,10,兆豐-天母,2023-01-03,003700300030004c
00674R,期元大S＆P黃金反1,10,0,10,兆豐-天母,2023-01-03,003700300030004c
2489,瑞軒,16,6,10,兆豐-天母,2023-01-03,003700300030004c
4167,松瑞藥,10,0,10,兆豐-天母,2023-01-03,003700300030004c
6443,元晶,10,0,10,兆豐-天母,2023-01-03,003700300030004c
3406,玉晶光,14,5,9,兆豐-天母,2023-01-03,003700300030004c
4128,中天,10,1,9,兆豐-天母,2023-01-03,003700300030004c
1605,華新,21,13,8,兆豐-天母,2023-01-03,003700300030004c
3189,景碩,8,0,8,兆豐-天母,2023-01-03,003700300030004c
4979,華星光,8,0,8,兆豐-天母,2023-01-03,003700300030004c
6558,興能高,9,1,8,兆豐-天母,2023-01-03,003700300030004c
00720B,元大投資級公司債,7,0,7,兆豐-天母,2023-01-03,003700300030004c
1463,強盛新,7,0,7,兆豐-天母,2023-01-03,003700300030004c
2609,陽明,18,11,7,兆豐-天母,2023-01-03,003700300030004c
2845,遠東銀,7,0,7,兆豐-天母,2023-01-03,003700300030004c
2867,三商壽,7,0,7,兆豐-天母,2023-01-03,003700300030004c
3479,安勤,12,5,7,兆豐-天母,2023-01-03,003700300030004c
1734,杏輝,6,0,6,兆豐-天母,2023-01-03,003700300030004c
00632R,元大台灣50反1,125,119,6,兆豐-天母,2023-01-03,003700300030004c
3687,歐買尬,6,0,6,兆豐-天母,2023-01-03,003700300030004c
1319,東陽,5,0,5,兆豐-天母,2023-01-03,003700300030004c
1795,美時,6,1,5,兆豐-天母,2023-01-03,003700300030004c
2886,兆豐金,5,0,5,兆豐-天母,2023-01-03,003700300030004c
3260,威剛,5,0,5,兆豐-天母,2023-01-03,003700300030004c
3708,上緯投控,7,2,5,兆豐-天母,2023-01-03,003700300030004c
4722,國精化,5,0,5,兆豐-天母,2023-01-03,003700300030004c
4736,泰博,5,0,5,兆豐-天母,2023-01-03,003700300030004c
6499,益安,5,0,5,兆豐-天母,2023-01-03,003700300030004c
6589,台康生技,5,0,5,兆豐-天母,2023-01-03,003700300030004c
0056,元大高股息,4,0,4,兆豐-天母,2023-01-03,003700300030004c
00679B,元大美債20年,4,0,4,兆豐-天母,2023-01-03,003700300030004c
00632R,元大台灣50反1,110,0,110,兆豐-天母,2023-01-04,003700300030004c
6443,元晶,102,6,96,兆豐-天母,2023-01-04,003700300030004c
2313,華通,40,0,40,兆豐-天母,2023-01-04,003700300030004c
6153,嘉聯益,40,2,38,兆豐-天母,2023-01-04,003700300030004c
3714,富采,35,0,35,兆豐-天母,2023-01-04,003700300030004c
1529,樂事綠能,47,17,30,兆豐-天母,2023-01-04,003700300030004c
6244,茂迪,24,1,23,兆豐-天母,2023-01-04,003700300030004c
00673R,期元大S＆P原油反1,20,0,20,兆豐-天母,2023-01-04,003700300030004c
00633L,富邦上証正2,17,0,17,兆豐-天母,2023-01-04,003700300030004c
5608,四維航,14,0,14,兆豐-天母,2023-01-04,003700300030004c
8171,天宇,17,5,12,兆豐-天母,2023-01-04,003700300030004c
1609,大亞,22,11,11,兆豐-天母,2023-01-04,003700300030004c
2882,國泰金,11,0,11,兆豐-天母,2023-01-04,003700300030004c
00772B,中信高評級公司債,10,0,10,兆豐-天母,2023-01-04,003700300030004c
2009,第一銅,11,1,10,兆豐-天母,2023-01-04,003700300030004c
4804,大略-KY,10,0,10,兆豐-天母,2023-01-04,003700300030004c
8097,常珵,10,0,10,兆豐-天母,2023-01-04,003700300030004c
2317,鴻海,9,0,9,兆豐-天母,2023-01-04,003700300030004c
2609,陽明,16,7,9,兆豐-天母,2023-01-04,003700300030004c
2603,長榮,15,7,8,兆豐-天母,2023-01-04,003700300030004c
9929,秋雨,8,0,8,兆豐-天母,2023-01-04,003700300030004c
8050,廣積,7,0,7,兆豐-天母,2023-01-04,003700300030004c
1605,華新,87,81,6,兆豐-天母,2023-01-04,003700300030004c
2929,淘帝-KY,38,32,6,兆豐-天母,2023-01-04,003700300030004c
6118,建達,19,13,6,兆豐-天母,2023-01-04,003700300030004c
6190,萬泰科,6,0,6,兆豐-天母,2023-01-04,003700300030004c
9942,茂順,5,0,5,兆豐-天母,2023-01-04,003700300030004c
00878,國泰永續高股息,5,0,5,兆豐-天母,2023-01-04,003700300030004c
00651R,復華香港反1,5,0,5,兆豐-天母,2023-01-04,003700300030004c
00674R,期元大S＆P黃金反1,5,0,5,兆豐-天母,2023-01-04,003700300030004c
1618,合機,5,0,5,兆豐-天母,2023-01-04,003700300030004c
1736,喬山,5,0,5,兆豐-天母,2023-01-04,003700300030004c
2002,中鋼,6,1,5,兆豐-天母,2023-01-04,003700300030004c
4167,松瑞藥,11,6,5,兆豐-天母,2023-01-04,003700300030004c
6806,森崴能源,8,3,5,兆豐-天母,2023-01-04,003700300030004c
2338,光罩,8,4,4,兆豐-天母,2023-01-04,003700300030004c
3105,穩懋,7,3,4,兆豐-天母,2023-01-04,003700300030004c
4961,天鈺,4,0,4,兆豐-天母,2023-01-04,003700300030004c
6609,瀧澤科,4,0,4,兆豐-天母,2023-01-04,003700300030004c
1513,中興電,50,47,3,兆豐-天母,2023-01-04,003700300030004c
00692,富邦公司治理,3,0,3,兆豐-天母,2023-01-04,003700300030004c
1701,中化,15,12,3,兆豐-天母,2023-01-04,003700300030004c
2201,裕隆,19,16,3,兆豐-天母,2023-01-04,003700300030004c
4968,立積,6,3,3,兆豐-天母,2023-01-04,003700300030004c
6266,泰詠,3,0,3,兆豐-天母,2023-01-04,003700300030004c
8299,群聯,3,0,3,兆豐-天母,2023-01-04,003700300030004c
0056,元大高股息,3,0,3,兆豐-天母,2023-01-04,003700300030004c
1210,大成,2,0,2,兆豐-天母,2023-01-04,003700300030004c
