Ticker,Name,buy,sell,diff,Branch,Date,Branch_Code
2887,台新金,70,0,70,康和-台南,2023-01-03,8458
1605,華新,63,14,49,康和-台南,2023-01-03,8458
00669R,國泰美國道瓊反1,35,0,35,康和-台南,2023-01-03,8458
2855,統一證,35,0,35,康和-台南,2023-01-03,8458
2888,新光金,30,0,30,康和-台南,2023-01-03,8458
1513,中興電,27,3,24,康和-台南,2023-01-03,8458
5608,四維航,42,20,22,康和-台南,2023-01-03,8458
2897,王道銀行,20,0,20,康和-台南,2023-01-03,8458
0050,元大台灣50,20,1,19,康和-台南,2023-01-03,8458
2379,瑞昱,15,0,15,康和-台南,2023-01-03,8458
1701,中化,20,7,13,康和-台南,2023-01-03,8458
2359,所羅門,13,0,13,康和-台南,2023-01-03,8458
1301,台塑,10,0,10,康和-台南,2023-01-03,8458
2332,友訊,11,1,10,康和-台南,2023-01-03,8458
2606,裕民,200,190,10,康和-台南,2023-01-03,8458
8171,天宇,10,1,9,康和-台南,2023-01-03,8458
5009,榮剛,9,1,8,康和-台南,2023-01-03,8458
6150,撼訊,11,3,8,康和-台南,2023-01-03,8458
2317,鴻海,9,1,8,康和-台南,2023-01-03,8458
2891,中信金,7,0,7,康和-台南,2023-01-03,8458
4114,健喬,14,7,7,康和-台南,2023-01-03,8458
3231,緯創,20,14,6,康和-台南,2023-01-03,8458
4102,永日,7,1,6,康和-台南,2023-01-03,8458
2886,兆豐金,5,0,5,康和-台南,2023-01-03,8458
2201,裕隆,8,3,5,康和-台南,2023-01-03,8458
4167,松瑞藥,6,1,5,康和-台南,2023-01-03,8458
6111,大宇資,7,2,5,康和-台南,2023-01-03,8458
6125,廣運,5,0,5,康和-台南,2023-01-03,8458
6806,森崴能源,9,4,5,康和-台南,2023-01-03,8458
2330,台積電,6,2,4,康和-台南,2023-01-03,8458
2609,陽明,9,5,4,康和-台南,2023-01-03,8458
6118,建達,9,5,4,康和-台南,2023-01-03,8458
00881,國泰台灣5G+,18,14,4,康和-台南,2023-01-03,8458
0056,元大高股息,6,3,3,康和-台南,2023-01-03,8458
1305,華夏,4,1,3,康和-台南,2023-01-03,8458
2615,萬海,15,12,3,康和-台南,2023-01-03,8458
2618,長榮航,6,3,3,康和-台南,2023-01-03,8458
3006,晶豪科,4,1,3,康和-台南,2023-01-03,8458
3481,群創,5,2,3,康和-台南,2023-01-03,8458
4563,百德,3,0,3,康和-台南,2023-01-03,8458
6435,大中,3,0,3,康和-台南,2023-01-03,8458
6684,安格,3,0,3,康和-台南,2023-01-03,8458
6770,力積電,3,0,3,康和-台南,2023-01-03,8458
9904,寶成,3,0,3,康和-台南,2023-01-03,8458
2303,聯電,15,13,2,康和-台南,2023-01-03,8458
00728,第一金工業30,2,0,2,康和-台南,2023-01-03,8458
2412,中華電,2,0,2,康和-台南,2023-01-03,8458
2603,長榮,3,1,2,康和-台南,2023-01-03,8458
1514,亞力,3,1,2,康和-台南,2023-01-03,8458
1417,嘉裕,2,0,2,康和-台南,2023-01-03,8458
00679B,元大美債20年,212,0,212,康和-台南,2023-01-04,8458
2884,玉山金,44,0,44,康和-台南,2023-01-04,8458
5608,四維航,41,0,41,康和-台南,2023-01-04,8458
2915,潤泰全,32,0,32,康和-台南,2023-01-04,8458
1714,和桐,32,3,29,康和-台南,2023-01-04,8458
1338,廣華-KY,28,0,28,康和-台南,2023-01-04,8458
00637L,元大滬深300正2,20,0,20,康和-台南,2023-01-04,8458
3432,台端,20,0,20,康和-台南,2023-01-04,8458
2498,宏達電,27,9,18,康和-台南,2023-01-04,8458
2706,第一店,17,0,17,康和-台南,2023-01-04,8458
3685,元創精密,14,0,14,康和-台南,2023-01-04,8458
3027,盛達,26,13,13,康和-台南,2023-01-04,8458
6118,建達,15,3,12,康和-台南,2023-01-04,8458
2027,大成鋼,13,1,12,康和-台南,2023-01-04,8458
1514,亞力,18,6,12,康和-台南,2023-01-04,8458
4919,新唐,12,1,11,康和-台南,2023-01-04,8458
8046,南電,11,0,11,康和-台南,2023-01-04,8458
2615,萬海,13,3,10,康和-台南,2023-01-04,8458
1101,台泥,10,0,10,康和-台南,2023-01-04,8458
1789,神隆,10,0,10,康和-台南,2023-01-04,8458
3036A,文曄甲特,10,0,10,康和-台南,2023-01-04,8458
5388,中磊,10,0,10,康和-台南,2023-01-04,8458
5876,上海商銀,10,0,10,康和-台南,2023-01-04,8458
1314,中石化,10,1,9,康和-台南,2023-01-04,8458
2603,長榮,9,2,7,康和-台南,2023-01-04,8458
1734,杏輝,7,1,6,康和-台南,2023-01-04,8458
2368,金像電,6,0,6,康和-台南,2023-01-04,8458
2609,陽明,7,1,6,康和-台南,2023-01-04,8458
4111,濟生,6,0,6,康和-台南,2023-01-04,8458
4133,亞諾法,6,0,6,康和-台南,2023-01-04,8458
00902,中信電池及儲能,5,0,5,康和-台南,2023-01-04,8458
00715L,期街口布蘭特正2,5,0,5,康和-台南,2023-01-04,8458
2344,華邦電,20,15,5,康和-台南,2023-01-04,8458
3576,聯合再生,10,5,5,康和-台南,2023-01-04,8458
4155,訊映,5,0,5,康和-台南,2023-01-04,8458
4747,強生,5,0,5,康和-台南,2023-01-04,8458
6180,橘子,5,0,5,康和-台南,2023-01-04,8458
1342,八貫,6,2,4,康和-台南,2023-01-04,8458
2406,國碩,5,1,4,康和-台南,2023-01-04,8458
2637,慧洋-KY,6,2,4,康和-台南,2023-01-04,8458
6689,伊雲谷,4,0,4,康和-台南,2023-01-04,8458
0050,元大台灣50,3,0,3,康和-台南,2023-01-04,8458
3037,欣興,3,0,3,康和-台南,2023-01-04,8458
00751B,元大AAA至A公司債,3,0,3,康和-台南,2023-01-04,8458
2347,聯強,3,0,3,康和-台南,2023-01-04,8458
3149,正達,3,0,3,康和-台南,2023-01-04,8458
5371,中光電,3,0,3,康和-台南,2023-01-04,8458
2317,鴻海,3,0,3,康和-台南,2023-01-04,8458
2014,中鴻,2,0,2,康和-台南,2023-01-04,8458
2108,南帝,2,0,2,康和-台南,2023-01-04,8458
2409,友達,58,1,57,康和-台南,2023-01-05,8458
2605,新興,46,3,43,康和-台南,2023-01-05,8458
1301,台塑,40,0,40,康和-台南,2023-01-05,8458
2618,長榮航,30,2,28,康和-台南,2023-01-05,8458
2610,華航,20,1,19,康和-台南,2023-01-05,8458
6016,康和證,15,0,15,康和-台南,2023-01-05,8458
8171,天宇,15,1,14,康和-台南,2023-01-05,8458
2748,雲品,14,0,14,康和-台南,2023-01-05,8458
1513,中興電,19,6,13,康和-台南,2023-01-05,8458
2511,太子,13,0,13,康和-台南,2023-01-05,8458
00655L,國泰中國A50正2,12,0,12,康和-台南,2023-01-05,8458
2104,國際中橡,15,3,12,康和-台南,2023-01-05,8458
3149,正達,11,0,11,康和-台南,2023-01-05,8458
00632R,元大台灣50反1,10,0,10,康和-台南,2023-01-05,8458
00773B,中信優先金融債,10,0,10,康和-台南,2023-01-05,8458
2027,大成鋼,10,0,10,康和-台南,2023-01-05,8458
3479,安勤,12,2,10,康和-台南,2023-01-05,8458
5388,中磊,10,0,10,康和-台南,2023-01-05,8458
2317,鴻海,20,10,10,康和-台南,2023-01-05,8458
1736,喬山,9,0,9,康和-台南,2023-01-05,8458
5351,鈺創,13,5,8,康和-台南,2023-01-05,8458
2634,漢翔,8,1,7,康和-台南,2023-01-05,8458
6111,大宇資,8,1,7,康和-台南,2023-01-05,8458
4968,立積,7,1,6,康和-台南,2023-01-05,8458
1504,東元,6,1,5,康和-台南,2023-01-05,8458
2344,華邦電,6,1,5,康和-台南,2023-01-05,8458
2347,聯強,5,0,5,康和-台南,2023-01-05,8458
2606,裕民,118,113,5,康和-台南,2023-01-05,8458
3105,穩懋,5,0,5,康和-台南,2023-01-05,8458
4127,天良,5,0,5,康和-台南,2023-01-05,8458
4961,天鈺,14,9,5,康和-台南,2023-01-05,8458
5464,霖宏,5,0,5,康和-台南,2023-01-05,8458
8072,陞泰,5,0,5,康和-台南,2023-01-05,8458
8081,致新,5,0,5,康和-台南,2023-01-05,8458
3037,欣興,10,5,5,康和-台南,2023-01-05,8458
2609,陽明,6,2,4,康和-台南,2023-01-05,8458
2421,建準,4,0,4,康和-台南,2023-01-05,8458
2889,國票金,4,0,4,康和-台南,2023-01-05,8458
2603,長榮,5,2,3,康和-台南,2023-01-05,8458
00715L,期街口布蘭特正2,3,0,3,康和-台南,2023-01-05,8458
6143,振曜,7,4,3,康和-台南,2023-01-05,8458
6274,台燿,3,0,3,康和-台南,2023-01-05,8458
6285,啟��,3,0,3,康和-台南,2023-01-05,8458
6719,力智,3,0,3,康和-台南,2023-01-05,8458
6806,森崴能源,5,2,3,康和-台南,2023-01-05,8458
8069,元太,8,5,3,康和-台南,2023-01-05,8458
0056,元大高股息,2,0,2,康和-台南,2023-01-05,8458
1229,聯華,2,0,2,康和-台南,2023-01-05,8458
2313,華通,3,1,2,康和-台南,2023-01-05,8458
00893,國泰智能電動車,2,0,2,康和-台南,2023-01-05,8458
