Ticker,Name,buy,sell,diff,Branch,Date,Branch_Code
2634,漢翔,222,0,222,兆豐-埔墘,2023-01-03,003700300030004e
00673R,期元大S＆P原油反1,65,0,65,兆豐-埔墘,2023-01-03,003700300030004e
8409,商之器,58,0,58,兆豐-埔墘,2023-01-03,003700300030004e
8034,榮群,51,0,51,兆豐-埔墘,2023-01-03,003700300030004e
4977,眾達-KY,50,6,44,兆豐-埔墘,2023-01-03,003700300030004e
2606,裕民,40,0,40,兆豐-埔墘,2023-01-03,003700300030004e
1605,華新,32,12,20,兆豐-埔墘,2023-01-03,003700300030004e
6712,長聖,20,0,20,兆豐-埔墘,2023-01-03,003700300030004e
2317,鴻海,12,1,11,兆豐-埔墘,2023-01-03,003700300030004e
2633,台灣高鐵,10,0,10,兆豐-埔墘,2023-01-03,003700300030004e
5243,乙盛-KY,10,0,10,兆豐-埔墘,2023-01-03,003700300030004e
6446,藥華藥,10,0,10,兆豐-埔墘,2023-01-03,003700300030004e
6770,力積電,10,0,10,兆豐-埔墘,2023-01-03,003700300030004e
2609,陽明,9,0,9,兆豐-埔墘,2023-01-03,003700300030004e
00878,國泰永續高股息,8,0,8,兆豐-埔墘,2023-01-03,003700300030004e
4163,鐿鈦,7,0,7,兆豐-埔墘,2023-01-03,003700300030004e
2603,長榮,6,0,6,兆豐-埔墘,2023-01-03,003700300030004e
00772B,中信高評級公司債,5,0,5,兆豐-埔墘,2023-01-03,003700300030004e
00753L,中信中國50正2,5,0,5,兆豐-埔墘,2023-01-03,003700300030004e
2702,華園,5,0,5,兆豐-埔墘,2023-01-03,003700300030004e
4121,優盛,42,37,5,兆豐-埔墘,2023-01-03,003700300030004e
6214,精誠,5,0,5,兆豐-埔墘,2023-01-03,003700300030004e
8261,富鼎,5,0,5,兆豐-埔墘,2023-01-03,003700300030004e
00752,中信中國50,4,0,4,兆豐-埔墘,2023-01-03,003700300030004e
4157,太景*-KY,4,0,4,兆豐-埔墘,2023-01-03,003700300030004e
4167,松瑞藥,9,5,4,兆豐-埔墘,2023-01-03,003700300030004e
1528,恩德,3,0,3,兆豐-埔墘,2023-01-03,003700300030004e
1522,堤維西,3,0,3,兆豐-埔墘,2023-01-03,003700300030004e
006208,富邦台50,3,0,3,兆豐-埔墘,2023-01-03,003700300030004e
8171,天宇,103,100,3,兆豐-埔墘,2023-01-03,003700300030004e
0056,元大高股息,3,0,3,兆豐-埔墘,2023-01-03,003700300030004e
1909,榮成,2,0,2,兆豐-埔墘,2023-01-03,003700300030004e
1477,聚陽,4,2,2,兆豐-埔墘,2023-01-03,003700300030004e
1524,耿鼎,2,0,2,兆豐-埔墘,2023-01-03,003700300030004e
1539,巨庭,2,0,2,兆豐-埔墘,2023-01-03,003700300030004e
2354,鴻準,2,0,2,兆豐-埔墘,2023-01-03,003700300030004e
2402,毅嘉,2,0,2,兆豐-埔墘,2023-01-03,003700300030004e
2444,兆勁,2,0,2,兆豐-埔墘,2023-01-03,003700300030004e
2458,義隆,2,0,2,兆豐-埔墘,2023-01-03,003700300030004e
2884,玉山金,2,0,2,兆豐-埔墘,2023-01-03,003700300030004e
3036,文曄,2,0,2,兆豐-埔墘,2023-01-03,003700300030004e
3037,欣興,2,0,2,兆豐-埔墘,2023-01-03,003700300030004e
3708,上緯投控,2,0,2,兆豐-埔墘,2023-01-03,003700300030004e
4114,健喬,11,9,2,兆豐-埔墘,2023-01-03,003700300030004e
5009,榮剛,3,1,2,兆豐-埔墘,2023-01-03,003700300030004e
6244,茂迪,2,0,2,兆豐-埔墘,2023-01-03,003700300030004e
8222,寶一,2,0,2,兆豐-埔墘,2023-01-03,003700300030004e
1701,中化,5,3,2,兆豐-埔墘,2023-01-03,003700300030004e
1513,中興電,9,8,1,兆豐-埔墘,2023-01-03,003700300030004e
0050,元大台灣50,1,0,1,兆豐-埔墘,2023-01-03,003700300030004e
3380,明泰,202,0,202,兆豐-埔墘,2023-01-04,003700300030004e
5014,建錩,175,0,175,兆豐-埔墘,2023-01-04,003700300030004e
5353,台林,38,3,35,兆豐-埔墘,2023-01-04,003700300030004e
2419,仲琦,30,0,30,兆豐-埔墘,2023-01-04,003700300030004e
6712,長聖,20,0,20,兆豐-埔墘,2023-01-04,003700300030004e
2609,陽明,19,0,19,兆豐-埔墘,2023-01-04,003700300030004e
3218,大學光,20,2,18,兆豐-埔墘,2023-01-04,003700300030004e
2610,華航,30,16,14,兆豐-埔墘,2023-01-04,003700300030004e
2884,玉山金,11,0,11,兆豐-埔墘,2023-01-04,003700300030004e
00632R,元大台灣50反1,7,0,7,兆豐-埔墘,2023-01-04,003700300030004e
3712,永崴投控,7,0,7,兆豐-埔墘,2023-01-04,003700300030004e
2317,鴻海,6,1,5,兆豐-埔墘,2023-01-04,003700300030004e
00683L,期元大美元指正2,5,0,5,兆豐-埔墘,2023-01-04,003700300030004e
2603,長榮,5,0,5,兆豐-埔墘,2023-01-04,003700300030004e
2637,慧洋-KY,8,3,5,兆豐-埔墘,2023-01-04,003700300030004e
